brand,screen_size,cpu,ram,OS,graphics,price
Dell,15.6,Intel,16,Windows,Integrated,2445.99
Dell,15.6,Intel,16,Windows,Integrated,619.39
Dell,14.0,Intel,32,Windows,Integrated,1137.99
Dell,15.6,Intel,32,Windows,Integrated,2494.99
Dell,15.6,Intel,16,Windows,Dedicated,1015.99
Dell,15.6,Intel,32,Windows,Integrated,1819.99
Lenovo,14.0,Intel,4,Windows,Integrated,679.99
Dell,15.6,Intel,32,Windows,Integrated,1872.99
Dell,15.6,Intel,8,Windows,Integrated,573.24
Dell,14.0,Intel,32,Windows,Integrated,1011.25
Dell,15.6,AMD,32,Windows,Dedicated,2128.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,14.0,Intel,16,Windows,Integrated,807.99
Dell,14.0,Intel,32,Windows,Integrated,1011.25
Dell,15.6,Intel,64,Windows,Integrated,1324.31
Dell,15.6,Intel,8,Windows,Integrated,844.58
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,64,Windows,Integrated,736.85
Dell,15.6,Intel,4,Windows,Integrated,1574.99
Dell,15.6,Intel,64,Windows,Integrated,1031.24
Dell,15.6,Intel,16,Windows,Integrated,1860.99
Dell,15.6,Intel,64,Windows,Integrated,1993.99
Dell,14.0,Intel,16,Windows,Dedicated,969.99
Dell,15.6,Intel,8,Windows,Integrated,931.3
Dell,15.6,Intel,32,Windows,Integrated,820.99
Dell,15.6,Intel,8,Windows,Integrated,977.47
Dell,15.6,Intel,32,Windows,Integrated,742.99
Dell,13.3,Intel,8,Windows,Integrated,803.99
Dell,15.6,Intel,64,Windows,Integrated,2020.26
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,14.0,Intel,32,Windows,Integrated,1091.99
Dell,14.0,Intel,16,Windows,Integrated,1229.99
Dell,15.6,Intel,32,Windows,Integrated,2446.99
Dell,14.0,Intel,16,Windows,Integrated,3458.99
Dell,15.6,Intel,16,Windows,Integrated,2439.99
Dell,15.6,Intel,64,Windows,Integrated,877.88
Dell,15.6,Intel,16,Windows,Integrated,1672.99
Dell,15.6,Intel,16,Windows,Integrated,953.82
Dell,13.3,Intel,16,Windows,Integrated,880.99
Dell,15.6,Intel,64,Windows,Integrated,776.54
Dell,16.0,Intel,48,Windows,Dedicated,1419.99
Dell,15.6,Intel,64,Windows,Integrated,1132.87
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,16,Windows,Integrated,898.64
Dell,14.0,Intel,16,Windows,Integrated,764.99
Dell,13.3,Intel,16,Windows,Integrated,839.99
Dell,15.6,Intel,16,Windows,Integrated,878.37
Dell,15.6,Intel,64,Windows,Integrated,876.99
Dell,15.6,Intel,16,Windows,Integrated,2439.99
Dell,15.6,Intel,64,Windows,Integrated,3021.99
Dell,15.6,Intel,8,Windows,Integrated,1655.99
Dell,15.6,Intel,64,Windows,Integrated,810.28
Dell,15.6,Intel,8,Windows,Integrated,600.68
Dell,15.6,Intel,16,Windows,Integrated,915.52
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,64,Windows,Integrated,716.83
Dell,15.6,Intel,64,Windows,Integrated,2126.99
Dell,15.6,Intel,32,Windows,Integrated,1605.99
Dell,15.6,Intel,16,Windows,Integrated,1180.17
Dell,15.6,Intel,16,Windows,Integrated,1102.99
Dell,15.6,Intel,8,Windows,Integrated,658.99
Dell,15.6,Intel,64,Windows,Integrated,1324.31
Dell,15.6,Intel,32,Windows,Integrated,700.58
Dell,15.6,Intel,32,Windows,Integrated,1703.99
Dell,13.3,Intel,16,Windows,Integrated,834.99
Dell,14.0,AMD,12,Windows,Integrated,602.47
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,16,Windows,Integrated,613.99
Dell,13.3,Intel,8,Windows,Integrated,595.99
Dell,15.6,Intel,32,Windows,Integrated,1032.65
Dell,15.6,Intel,16,Windows,Integrated,878.37
Dell,14.0,Intel,16,Windows,Integrated,840.99
Dell,14.0,Intel,16,Windows,Integrated,801.99
Dell,14.0,Intel,16,Windows,Integrated,886.99
Dell,14.0,Intel,8,Windows,Integrated,1122.99
Dell,14.0,Intel,16,Windows,Integrated,1179.99
Dell,15.6,Intel,32,Windows,Integrated,1925.66
Dell,15.6,Intel,32,Windows,Integrated,614.4
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,14.0,Intel,8,Windows,Integrated,765.75
Dell,13.3,Intel,8,Windows,Integrated,739.99
Dell,13.3,Intel,16,Windows,Integrated,900.89
Dell,15.6,Intel,32,Windows,Integrated,916.66
Dell,15.6,Intel,16,Windows,Integrated,923.99
Dell,15.6,Intel,16,Windows,Integrated,921.16
Dell,15.6,Intel,16,Windows,Integrated,844.58
HP,15.6,Intel,16,Windows,Integrated,1049.0
Dell,15.6,Intel,32,Windows,Integrated,688.99
Dell,14.0,Intel,16,Windows,Integrated,764.99
Dell,15.6,Intel,32,Windows,Integrated,2005.99
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,64,Windows,Integrated,775.99
Dell,14.0,Intel,16,Windows,Integrated,880.99
Dell,15.6,Intel,32,Windows,Dedicated,2860.99
Dell,13.3,Intel,8,Windows,Integrated,576.99
Dell,15.6,Intel,4,Windows,Integrated,891.88
Dell,15.6,Intel,16,Windows,Integrated,755.61
Dell,15.6,Intel,32,Windows,Integrated,877.99
Dell,15.6,Intel,16,Windows,Dedicated,4000.07
Dell,15.6,Intel,64,Windows,Integrated,735.99
Dell,17.0,Intel,16,Windows,Dedicated,2501.99
Dell,15.6,Intel,64,Windows,Integrated,876.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,16.0,Intel,16,Windows,Dedicated,1459.0
Dell,13.3,Intel,16,Windows,Integrated,730.99
Dell,15.6,Intel,64,Windows,Integrated,735.99
Dell,15.6,Intel,16,Windows,Integrated,1620.99
Dell,15.6,Intel,16,Windows,Integrated,1038.28
Dell,15.6,Intel,64,Windows,Integrated,1933.99
Dell,15.6,Intel,32,Windows,Integrated,2407.99
Dell,15.6,Intel,64,Windows,Integrated,1941.99
Dell,15.6,Intel,64,Windows,Integrated,2030.99
Dell,15.6,Intel,32,Windows,Integrated,1038.28
Dell,15.6,Intel,64,Windows,Dedicated,2389.13
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,64,Windows,Integrated,865.7
Dell,15.6,Intel,16,Windows,Integrated,994.35
Dell,14.0,Intel,32,Windows,Integrated,1552.99
Dell,15.6,Intel,32,Windows,Integrated,660.99
Dell,15.6,Intel,64,Windows,Integrated,758.99
Dell,15.6,Intel,16,Windows,Integrated,754.99
Dell,15.6,Intel,16,Windows,Integrated,618.99
Dell,15.6,Intel,16,Windows,Integrated,790.99
Dell,14.0,Intel,16,Windows,Integrated,764.99
Dell,14.0,Intel,8,Windows,Integrated,840.99
Dell,15.6,Intel,32,Windows,Integrated,773.99
Dell,15.6,Intel,8,Windows,Integrated,648.11
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,4,Windows,Integrated,1574.99
Dell,14.0,Intel,32,Windows,Integrated,3820.99
Dell,14.0,Intel,32,Windows,Integrated,841.99
Dell,14.0,Intel,16,Windows,Integrated,1751.99
Dell,15.6,Intel,16,Windows,Dedicated,3042.79
Dell,15.6,Other,12,Windows,Integrated,889.99
Lenovo,14.0,Intel,16,Windows,Integrated,1559.0
Dell,15.6,Intel,16,Windows,Integrated,988.99
Dell,14.0,Intel,16,Windows,Integrated,764.99
Dell,14.0,Intel,16,Windows,Integrated,807.99
Dell,13.3,Intel,8,Windows,Integrated,863.99
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,14.0,Intel,32,Windows,Integrated,1053.99
Dell,15.6,Intel,64,Windows,Integrated,813.99
Dell,15.6,Intel,64,Windows,Integrated,1138.5
Dell,15.6,Intel,16,Windows,Integrated,915.52
Dell,15.6,Intel,32,Windows,Integrated,784.64
Dell,15.6,Intel,16,Windows,Integrated,1720.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,16,Windows,Integrated,1672.99
Lenovo,15.6,Intel,8,Windows,Integrated,729.99
Dell,14.0,Intel,64,Windows,Integrated,1153.14
Dell,13.4,Intel,8,Windows,Integrated,1225.99
Dell,15.6,Intel,8,Windows,Integrated,977.47
Dell,15.6,Intel,8,Windows,Integrated,619.99
Dell,14.0,Intel,32,Windows,Integrated,922.99
Dell,15.6,AMD,32,Windows,Dedicated,1556.1
Lenovo,14.0,Intel,16,Windows,Integrated,1259.0
Dell,15.6,Intel,4,Windows,Dedicated,1563.99
Dell,15.6,Intel,32,Windows,Integrated,2488.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Acer,15.6,Intel,4,Windows,Integrated,759.99
Lenovo,16.0,Intel,16,Windows,Dedicated,2879.0
Dell,16.0,Intel,32,Windows,Dedicated,1439.0
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,32,Windows,Integrated,613.99
Dell,14.0,Intel,16,Windows,Dedicated,1305.99
Dell,15.6,Intel,8,Windows,Integrated,1373.99
Dell,15.6,Intel,32,Windows,Integrated,1865.99
Dell,15.6,Intel,16,Windows,Integrated,1763.99
Dell,15.6,Intel,32,Windows,Integrated,1725.99
Dell,15.6,Intel,64,Windows,Integrated,1885.99
Dell,14.0,Intel,16,Windows,Integrated,1751.99
Dell,13.3,Intel,16,Windows,Integrated,1367.45
Dell,17.0,Intel,16,Windows,Dedicated,2253.72
Dell,17.3,Intel,16,Windows,Dedicated,1951.52
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,16,Windows,Dedicated,2945.99
Dell,13.3,Intel,16,Windows,Integrated,991.99
Dell,16.0,Intel,16,Windows,Dedicated,2807.93
Lenovo,16.0,Intel,32,Windows,Dedicated,2132.97
Dell,14.0,Intel,16,Windows,Integrated,699.99
Dell,14.0,Intel,32,Windows,Integrated,2291.99
Dell,18.0,Intel,32,Windows,Dedicated,2640.17
Dell,15.6,Intel,16,Windows,Integrated,1971.99
Dell,15.6,Intel,16,Windows,Integrated,1887.38
Dell,15.6,Intel,64,Windows,Integrated,764.4
Dell,15.6,Intel,4,Windows,Integrated,691.99
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Other,12,Windows,Integrated,890.37
Dell,15.6,Other,12,Windows,Integrated,852.99
Dell,15.6,Intel,64,Windows,Dedicated,3335.99
Dell,14.0,Intel,8,Windows,Integrated,765.75
Dell,15.6,Intel,32,Windows,Integrated,773.99
Dell,15.6,Intel,16,Windows,Dedicated,1710.99
Dell,18.0,Intel,32,Windows,Dedicated,2321.99
Dell,13.4,Intel,32,Windows,Integrated,1720.95
Dell,16.0,Intel,8,Windows,Integrated,888.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
HP,15.6,Intel,8,Windows,Integrated,479.99
Dell,15.6,Intel,32,Windows,Integrated,992.1
Dell,15.6,Intel,64,Windows,Integrated,1086.71
Dell,15.6,Intel,8,Windows,Integrated,618.15
Dell,15.6,Intel,32,Windows,Integrated,1702.99
HP,15.6,Intel,32,Windows,Integrated,959.0
Dell,15.6,Intel,8,Windows,Integrated,1529.99
Dell,15.6,Intel,16,Windows,Integrated,936.93
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Lenovo,13.3,Intel,16,Windows,Integrated,1079.0
Dell,18.0,Intel,32,Windows,Dedicated,2640.17
Dell,15.6,Intel,32,Windows,Integrated,735.59
Dell,18.0,Intel,16,Windows,Dedicated,3163.36
Dell,15.6,Intel,32,Windows,Integrated,1764.99
Dell,15.6,Intel,64,Windows,Integrated,2912.99
Dell,14.0,Intel,16,Windows,Integrated,1179.99
Dell,15.6,Intel,64,Windows,Integrated,721.83
Dell,15.6,Intel,32,Windows,Integrated,641.86
Dell,15.6,Intel,16,Windows,Integrated,1958.99
Dell,15.6,Intel,16,Windows,Dedicated,2437.64
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,14.0,Intel,64,Windows,Integrated,1209.99
Dell,15.6,Intel,32,Windows,Integrated,796.78
Dell,15.6,Intel,16,Windows,Dedicated,2433.27
Dell,15.6,Intel,64,Windows,Integrated,3132.99
Dell,15.6,Intel,64,Windows,Dedicated,3175.75
Dell,17.3,Intel,32,Windows,Dedicated,2815.3
Dell,15.6,Intel,32,Windows,Dedicated,3111.99
Dell,13.3,Intel,16,Windows,Integrated,900.89
Dell,13.3,Intel,32,Windows,Integrated,1621.99
Dell,15.6,Intel,32,Windows,Integrated,780.99
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,16,Windows,Integrated,1620.99
Dell,15.6,Intel,8,Windows,Integrated,594.99
Dell,15.6,Intel,16,Windows,Integrated,790.99
Dell,14.0,Intel,32,Windows,Integrated,1015.99
Dell,14.0,Intel,16,Windows,Dedicated,2104.92
Dell,14.0,Intel,4,Windows,Integrated,777.02
Dell,18.0,AMD,16,Windows,Dedicated,2954.63
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,32,Windows,Integrated,683.99
Dell,15.6,Intel,16,Windows,Integrated,703.99
Dell,15.6,Intel,16,Windows,Integrated,1077.99
Dell,14.0,Intel,16,Windows,Integrated,1327.99
Dell,15.6,Intel,32,Windows,Integrated,1218.46
Dell,14.0,Intel,32,Windows,Integrated,1058.99
Dell,15.6,AMD,16,Windows,Dedicated,1679.99
Dell,15.6,Intel,16,Windows,Dedicated,2436.99
Dell,13.3,Intel,16,Windows,Integrated,1194.99
Dell,14.0,Intel,16,Windows,Integrated,1621.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,16,Windows,Integrated,999.99
Dell,15.6,Intel,8,Windows,Integrated,1102.99
Dell,13.3,Intel,16,Windows,Integrated,934.67
Dell,15.6,Intel,16,Windows,Integrated,754.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,14.0,Intel,32,Windows,Integrated,1314.99
HP,15.6,Intel,32,Windows,Integrated,809.0
Dell,15.6,Intel,16,Windows,Integrated,776.99
Dell,14.0,Intel,16,Windows,Dedicated,2103.99
Dell,16.0,Intel,64,Windows,Dedicated,2959.99
Dell,14.0,Intel,16,Windows,Integrated,1316.99
Dell,16.0,AMD,16,Windows,Dedicated,3007.99
Lenovo,14.0,Intel,16,Windows,Integrated,1229.0
Lenovo,13.3,AMD,16,Windows,Integrated,799.99
Dell,17.0,Intel,64,Windows,Integrated,2815.3
Dell,16.0,Intel,16,Windows,Dedicated,1161.11
ROKC,15.6,Intel,20,Windows,Integrated,389.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,16,Windows,Integrated,822.99
Dell,16.0,Intel,64,Windows,Dedicated,3946.44
Dell,14.0,Intel,16,Windows,Integrated,2550.99
HP,15.6,Intel,16,Windows,Integrated,729.0
Dell,15.6,Intel,16,Windows,Dedicated,981.99
Dell,15.6,Intel,64,Windows,Dedicated,3447.23
Dell,15.6,Intel,64,Windows,Integrated,1799.09
Dell,18.0,Intel,64,Windows,Dedicated,2713.81
Dell,15.6,Intel,64,Windows,Integrated,689.33
Dell,15.6,Intel,16,Windows,Dedicated,2572.05
Dell,15.6,Intel,64,Windows,Integrated,2622.99
Dell,14.0,Intel,64,Windows,Integrated,1265.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,14.0,Intel,16,Windows,Integrated,3415.99
Dell,15.6,Intel,32,Windows,Integrated,731.83
Dell,15.6,Intel,8,Windows,Integrated,936.93
Dell,14.0,Intel,16,Windows,Integrated,1130.99
Dell,15.6,Intel,32,Windows,Integrated,1046.99
Dell,15.6,Intel,16,Windows,Integrated,1173.01
Dell,16.0,Intel,32,Windows,Dedicated,3854.66
Dell,15.6,Intel,32,Windows,Integrated,2102.99
Dell,16.0,Intel,32,Windows,Dedicated,3757.54
Dell,16.0,Intel,16,Windows,Dedicated,1210.99
Dell,15.6,Other,12,Windows,Integrated,853.82
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,8,Windows,Integrated,861.48
Dell,15.6,Intel,16,Windows,Integrated,989.85
Dell,15.6,Intel,16,Windows,Integrated,2053.99
Dell,14.0,Intel,32,Windows,Integrated,1275.99
Dell,15.6,Intel,64,Windows,Integrated,1132.87
Dell,13.3,Intel,16,Windows,Integrated,821.99
Dell,15.6,Intel,16,Windows,Integrated,2354.99
Dell,15.6,Intel,64,Windows,Dedicated,2388.99
Dell,15.6,AMD,32,Windows,Dedicated,1259.0
Dell,16.0,Intel,16,Windows,Dedicated,1310.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,16,Windows,Integrated,943.69
Dell,15.6,Intel,16,Windows,Integrated,967.99
MSI,15.6,Intel,48,Windows,Dedicated,1589.0
Dell,15.6,Intel,8,Windows,Integrated,931.3
Acer,15.6,Intel,32,Windows,Dedicated,1559.0
MSI,17.3,Intel,64,Windows,Dedicated,1849.0
Dell,16.0,Intel,32,Windows,Dedicated,3854.66
Dell,15.6,Intel,32,Windows,Integrated,1909.99
Dell,14.0,Intel,4,Windows,Integrated,968.99
Dell,17.3,Intel,16,Windows,Dedicated,2700.99
HP,15.6,Intel,64,Windows,Integrated,999.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,64,Windows,Dedicated,3287.15
Lenovo,13.3,Intel,16,Windows,Integrated,949.0
Lenovo,16.0,Intel,16,Windows,Integrated,1199.99
Dell,13.4,Intel,16,Windows,Integrated,1494.62
Dell,17.0,Intel,64,Windows,Dedicated,3415.99
Dell,18.0,Intel,32,Windows,Dedicated,2478.32
Dell,15.6,Intel,64,Windows,Integrated,2629.99
Dell,15.6,Intel,16,Windows,Integrated,1715.99
Dell,15.6,Intel,64,Windows,Integrated,1830.99
Dell,15.6,Intel,32,Windows,Integrated,743.09
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,64,Windows,Integrated,999.99
Dell,14.0,Intel,16,Windows,Integrated,807.99
Dell,15.6,Intel,16,Windows,Integrated,1661.99
Dell,15.6,Intel,16,Windows,Integrated,703.99
Dell,15.6,Intel,4,Windows,Integrated,691.99
Dell,15.6,Intel,32,Windows,Dedicated,4398.99
Dell,15.6,Intel,16,Windows,Integrated,864.99
Dell,13.4,Intel,32,Windows,Integrated,1495.99
Lenovo,16.0,Intel,48,Windows,Dedicated,2459.0
Dell,15.6,Intel,32,Windows,Integrated,1032.65
Dell,14.0,Intel,32,Windows,Integrated,3869.99
Dell,13.3,Intel,16,Windows,Integrated,899.99
Dell,14.0,Intel,8,Windows,Integrated,840.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,17.3,Intel,16,Windows,Dedicated,2410.99
Lenovo,15.6,Intel,12,Windows,Integrated,1409.0
Dell,15.6,AMD,64,Windows,Dedicated,1469.0
Dell,17.0,Intel,32,Windows,Integrated,2815.3
Dell,14.0,Intel,16,Windows,Dedicated,1552.3
Dell,15.6,Intel,32,Windows,Integrated,953.82
Dell,15.6,Intel,16,Windows,Integrated,1185.79
Dell,15.6,Intel,64,Windows,Integrated,776.54
Dell,15.6,Intel,16,Windows,Integrated,1666.65
Dell,15.6,Intel,16,Windows,Integrated,767.11
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,8,Windows,Integrated,690.58
Dell,15.6,Intel,16,Windows,Integrated,1950.99
Dell,15.6,Intel,16,Windows,Integrated,619.99
Acer,17.3,AMD,64,Windows,Dedicated,2049.0
Dell,14.0,Intel,16,Windows,Integrated,886.99
Dell,15.6,Intel,32,Windows,Integrated,699.99
Dell,15.6,Intel,64,Windows,Integrated,1318.68
Dell,14.0,Intel,16,Windows,Integrated,1267.99
Dell,15.6,Intel,32,Windows,Dedicated,3329.94
Dell,15.6,Intel,4,Windows,Integrated,608.33
Dell,14.0,Intel,16,Windows,Integrated,708.99
Dell,14.0,Intel,16,Windows,Integrated,1424.99
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,8,Windows,Integrated,599.44
Dell,15.6,Intel,32,Windows,Integrated,955.99
Dell,14.0,Intel,16,Windows,Integrated,1155.99
Dell,15.6,Intel,16,Windows,Integrated,1670.99
Dell,15.6,Intel,16,Windows,Integrated,2366.99
Dell,15.6,Intel,32,Windows,Integrated,953.82
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,14.0,Intel,4,Windows,Integrated,1078.99
Dell,15.0,Intel,16,Windows,Integrated,1046.99
Dell,13.3,Intel,16,Windows,Integrated,683.99
Dell,14.0,Intel,32,Windows,Integrated,1125.99
Dell,14.0,Intel,16,Windows,Integrated,1328.99
Dell,15.6,Intel,16,Windows,Integrated,714.99
Dell,17.3,Intel,32,Windows,Dedicated,3176.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,16,Windows,Dedicated,2126.99
Dell,15.6,Intel,32,Windows,Integrated,953.82
Dell,15.6,Intel,8,Windows,Integrated,1584.99
Dell,15.6,Intel,8,Windows,Integrated,921.99
Dell,15.6,Intel,16,Windows,Integrated,719.99
Dell,15.6,Intel,64,Windows,Dedicated,2877.06
Dell,15.6,Intel,64,Windows,Integrated,821.99
Dell,15.6,Intel,16,Windows,Integrated,660.99
Dell,18.0,Intel,32,Windows,Dedicated,2675.28
Dell,16.0,Intel,32,Windows,Dedicated,1989.85
Dell,18.0,Intel,16,Windows,Dedicated,2244.54
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,32,Windows,Integrated,2109.99
Dell,15.6,Intel,32,Windows,Integrated,1761.99
Dell,14.0,Intel,16,Windows,Integrated,1283.99
Dell,15.6,Intel,32,Windows,Integrated,877.99
Dell,14.0,Intel,32,Windows,Integrated,1231.99
Dell,15.6,Intel,8,Windows,Integrated,647.99
